,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,Number of bugs
16434,L112154,LockGroupTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockGroupTest.java,L112150,1,0,20,2,0,2,310,0
16435,L112155,LockingCompatibilityTestSuite.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockingCompatibilityTestSuite.java,L112150,4,0,159,5,0,3,5350,0
16436,L112156,LockReentrancyCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockReentrancyCompatibility.java,L112150,1,0,122,2,0,2,2319,0
16437,L112157,LockServiceMicroBenchmark.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockServiceMicroBenchmark.java,L112150,14,0,292,4,0,4,665,0
16438,L112158,LockWorker.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockWorker.java,L112150,4,0,124,4,0,3,665,0
16439,L112159,LockWorkerState.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockWorkerState.java,L112150,1,0,26,2,0,2,665,0
16440,L112160,LockWorkFailureDump.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockWorkFailureDump.java,L112150,2,0,36,7,0,3,412,0
16441,L112161,ReentrantLockServiceTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/ReentrantLockServiceTest.java,L112150,5,0,133,6,0,3,1636,0
16442,L112162,ResourceTypesIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/ResourceTypesIT.java,L112150,7,0,67,2,0,2,1636,0
16443,L112163,RWLockCompatibility.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/RWLockCompatibility.java,L112150,32,0,306,4,0,3,665,0
16444,L112164,ThreadRepository.java,community/kernel/src/test/java/org/neo4j/kernel/impl/locking/ThreadRepository.java,L112150,12,0,269,3,0,2,1636,0
16445,L113852,ConfiguringPageCacheFactoryTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/pagecache/ConfiguringPageCacheFactoryTest.java,L113851,1,0,37,9,0,4,5350,0
16446,L113853,StandalonePageCacheFactoryTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/pagecache/StandalonePageCacheFactoryTest.java,L113851,2,0,33,9,1,5,1404,0
16447,L114186,KernelRecoveryTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/recovery/KernelRecoveryTest.java,L114185,1,0,108,18,1,8,665,0
16448,L114187,TestStoreRecoverer.java,community/kernel/src/test/java/org/neo4j/kernel/impl/recovery/TestStoreRecoverer.java,L114185,1,0,107,49,0,13,5350,0
16449,L114342,AbstractDynamicStoreTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/AbstractDynamicStoreTest.java,L114341,2,0,82,11,0,5,665,0
16450,L114343,ArrayQueueOutOfOrderSequenceTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/ArrayQueueOutOfOrderSequenceTest.java,L114341,7,0,137,5,0,3,815,0
16451,L114344,CountsOracle.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/CountsOracle.java,L114341,3,0,105,20,0,5,20,0
16452,L114346,IdGeneratorRebuildFailureEmulationTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/IdGeneratorRebuildFailureEmulationTest.java,L114341,9,0,273,16,0,8,665,0
16453,L114347,LargeByteArraysIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/LargeByteArraysIT.java,L114341,5,0,54,4,0,4,815,0
16454,L114349,NeoStoresIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/NeoStoresIT.java,L114341,15,0,202,5,0,3,5350,0
16455,L114351,NodeStoreTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/NodeStoreTest.java,L114341,8,0,232,12,0,3,665,0
16456,L114353,ProduceUncleanStore.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/ProduceUncleanStore.java,L114341,3,0,34,4,0,4,665,0
16457,L114354,PropertyKeyTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/PropertyKeyTest.java,L114341,2,0,47,2,0,2,665,0
16458,L114355,PropertyRecordTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/PropertyRecordTest.java,L114341,7,0,93,2,0,2,815,0
16459,L114356,PropertyStoreTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/PropertyStoreTest.java,L114341,1,0,91,4,0,4,665,0
16460,L114358,RecordStoreConsistentReadTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/RecordStoreConsistentReadTest.java,L114341,10,0,474,14,0,5,665,0
16461,L114359,RelationshipGroupStoreTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/RelationshipGroupStoreTest.java,L114341,9,0,290,21,0,8,815,0
16462,L114360,SchemaStoreTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/SchemaStoreTest.java,L114341,3,0,94,6,0,2,665,0
16463,L114361,StoreFactoryTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/StoreFactoryTest.java,L114341,1,0,53,10,0,4,665,0
16464,L114362,StoreVersionTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/StoreVersionTest.java,L114341,4,0,116,14,0,5,665,0
16465,L114363,TestArrayStore.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestArrayStore.java,L114341,5,0,150,8,0,3,665,0
16466,L114364,TestBrokenStoreRecovery.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestBrokenStoreRecovery.java,L114341,1,0,43,2,0,2,199,0
16467,L114365,TestDynamicStore.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestDynamicStore.java,L114341,21,0,363,10,0,4,665,0
16468,L114366,TestGraphProperties.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestGraphProperties.java,L114341,5,0,317,14,0,6,815,0
16469,L114367,TestGrowingFileMemoryMapping.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestGrowingFileMemoryMapping.java,L114341,4,0,90,8,0,3,665,0
16470,L114368,TestIdGenerator.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestIdGenerator.java,L114341,55,0,675,6,0,5,815,0
16471,L114369,TestIdGeneratorRebuilding.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestIdGeneratorRebuilding.java,L114341,8,0,198,10,0,4,665,0
16472,L114371,TestNeoStore.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestNeoStore.java,L114341,72,0,1136,49,0,12,815,0
16473,L114372,TestOsSpecificLocks.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestOsSpecificLocks.java,L114341,3,0,80,4,0,4,815,0
16474,L114373,TestPropertyBlocks.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestPropertyBlocks.java,L114341,56,0,702,2,0,1,5350,0
16475,L114376,TestStore.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestStore.java,L114341,5,0,175,10,0,4,665,0
16476,L114377,TestStoreAccess.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestStoreAccess.java,L114341,1,0,51,4,0,2,665,0
16477,L114378,UpgradeStoreIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/store/UpgradeStoreIT.java,L114341,13,0,372,12,0,4,665,0
16478,L125499,ConfigMapUpgradeConfigurationTestIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/ConfigMapUpgradeConfigurationTestIT.java,L125498,4,0,47,6,0,5,2472,0
16479,L125500,CurrentDatabaseTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/CurrentDatabaseTest.java,L125498,1,0,37,9,0,5,1296,0
16480,L125501,MigrationTestUtils.java,community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/MigrationTestUtils.java,L125498,17,0,224,95,0,17,1296,0
16481,L125502,SchemaIndexMigratorTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/SchemaIndexMigratorTest.java,L125498,2,0,171,2,0,2,67,0
16482,L125503,StoreMigratorTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/StoreMigratorTest.java,L125498,1,0,53,56,0,13,1296,0
16483,L125504,StoreVersionCheckTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/StoreVersionCheckTest.java,L125498,1,0,50,8,0,7,1296,0
16484,L125505,UpgradableDatabaseTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/UpgradableDatabaseTest.java,L125498,2,0,137,19,0,9,1296,0
16485,L127940,CommitContentionTests.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/CommitContentionTests.java,L127939,10,0,162,19,0,8,665,0
16486,L127942,DeadSimpleTransactionIdStore.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/DeadSimpleTransactionIdStore.java,L127939,1,0,75,9,0,4,1636,0
16487,L127943,FakeXAResource.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/FakeXAResource.java,L127939,5,0,126,15,0,5,5350,0
16488,L127944,KernelHealthTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/KernelHealthTest.java,L127939,1,0,37,17,0,6,6,0
16489,L127945,LogMatchers.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/LogMatchers.java,L127939,11,0,143,6,0,6,5350,0
16490,L127948,ManualAcquireLockTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/ManualAcquireLockTest.java,L127939,6,0,164,6,0,4,815,0
16491,L127949,MethodCall.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/MethodCall.java,L127939,2,0,30,2,0,2,5350,0
16492,L127950,PartialTransactionFailureIT.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/PartialTransactionFailureIT.java,L127939,6,0,166,38,0,9,815,0
16493,L127951,PhysicalLogFileInformationTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/PhysicalLogFileInformationTest.java,L127939,1,0,89,2,0,2,5350,0
16494,L127955,ReaderLogVersionBridgeTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/ReaderLogVersionBridgeTest.java,L127939,1,0,70,4,0,4,143,0
16495,L127956,ReadTransactionLogWritingTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/ReadTransactionLogWritingTest.java,L127939,5,0,167,19,0,7,5350,0
16496,L127959,TestApplyTransactions.java,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/TestApplyTransactions.java,L127939,1,0,12,2,0,2,5350,0
16497,L135950,AsOneStartBranchTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/AsOneStartBranchTest.java,L135949,1,0,24,5,1,2,5350,0
16498,L135951,CircularGraphTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/CircularGraphTest.java,L135949,5,0,80,9,0,7,815,0
16499,L135952,DepthOneTraversalTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/DepthOneTraversalTest.java,L135949,1,0,39,7,0,5,815,0
16500,L135953,DepthPitfallGraphTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/DepthPitfallGraphTest.java,L135949,3,0,239,8,0,7,815,0
16501,L135954,SmallestGraphEverTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/SmallestGraphEverTest.java,L135949,1,0,117,8,0,7,815,0
16502,L135955,SpecificDepthTraversalTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/SpecificDepthTraversalTest.java,L135949,1,0,80,7,0,6,815,0
16503,L135956,TestBidirectionalTraversal.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestBidirectionalTraversal.java,L135949,1,0,153,13,0,6,815,0
16504,L135957,TestBranchState.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestBranchState.java,L135949,3,0,122,10,0,7,815,0
16505,L135958,TestConstantDirectionExpander.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestConstantDirectionExpander.java,L135949,1,0,46,3,0,2,5350,0
16506,L135959,TestEvaluators.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestEvaluators.java,L135949,1,0,67,15,0,7,815,0
16507,L135960,TestMultipleFilters.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestMultipleFilters.java,L135949,4,0,78,10,0,7,815,0
16508,L135961,TestMultipleStartNodes.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestMultipleStartNodes.java,L135949,1,0,38,7,0,5,815,0
16509,L135962,TestMultiPruneEvaluators.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestMultiPruneEvaluators.java,L135949,3,0,55,12,0,7,815,0
16510,L135963,TestMultiRelTypesAndDirections.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestMultiRelTypesAndDirections.java,L135949,2,0,48,10,0,7,815,0
16511,L135964,TestOrderByTypeExpander.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestOrderByTypeExpander.java,L135949,2,0,65,12,0,7,815,0
16512,L135965,TestPath.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestPath.java,L135949,2,0,110,8,0,6,815,0
16513,L135966,TestPathDescription.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestPathDescription.java,L135949,1,0,36,7,0,5,815,0
16514,L135967,TestSorting.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestSorting.java,L135949,2,0,53,7,0,5,815,0
16515,L135968,TestTraversal.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestTraversal.java,L135949,29,0,568,3,0,3,5350,0
16516,L135969,TestTraversalWithIterable.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestTraversalWithIterable.java,L135949,1,0,51,6,0,4,1296,0
16517,L135970,TestTraversalWithLoops.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestTraversalWithLoops.java,L135949,1,0,41,11,0,6,815,0
16518,L135971,TestUniqueness.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TestUniqueness.java,L135949,7,0,128,11,0,8,1296,0
16519,L135972,TraversalTestBase.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TraversalTestBase.java,L135949,16,0,253,3,0,3,815,0
16520,L135973,TreeGraphTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/traversal/TreeGraphTest.java,L135949,8,0,197,11,0,7,815,0
16521,L137534,AutoCreatingHashMap.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/AutoCreatingHashMap.java,L137533,3,0,52,3,0,2,1296,0
16522,L137535,AutoCreatingHashMapTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/AutoCreatingHashMapTest.java,L137533,1,0,42,3,0,2,1296,0
16523,L137536,CappedOperationTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/CappedOperationTest.java,L137533,1,0,73,16,0,4,1296,0
16524,L137537,CodecsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/CodecsTest.java,L137533,1,0,31,2,0,1,412,0
16525,L137538,ConvertersTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/ConvertersTest.java,L137533,1,0,30,3,0,2,665,0
16526,L137539,CursorsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/CursorsTest.java,L137533,2,0,47,2,0,2,665,0
16527,L137540,DebugUtilTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/DebugUtilTest.java,L137533,1,0,29,3,0,1,5350,0
16528,L137541,DependenciesTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/DependenciesTest.java,L137533,2,0,82,2,0,2,815,0
16529,L137542,ExpandTestUtils.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/ExpandTestUtils.java,L137533,12,0,107,2,0,2,815,0
16530,L137543,FakeJobScheduler.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/FakeJobScheduler.java,L137533,2,0,54,4,0,3,412,0
16531,L137544,HexPrinterTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/HexPrinterTest.java,L137533,3,0,43,5,0,4,101,0
16532,L137545,LazySingleReferenceTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/LazySingleReferenceTest.java,L137533,1,0,139,8,0,5,412,0
16533,L137546,MovingAverageTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/MovingAverageTest.java,L137533,3,0,28,2,0,2,665,0
16534,L137547,Neo4jJobSchedulerTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/Neo4jJobSchedulerTest.java,L137533,3,0,83,23,0,10,2319,0
16535,L137548,NumberAwareStringComparatorTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/NumberAwareStringComparatorTest.java,L137533,1,0,45,3,0,2,665,0
16536,L137549,PrimitiveIteratorMatchers.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/PrimitiveIteratorMatchers.java,L137533,5,0,54,3,0,2,5350,0
16537,L137550,StringLoggerTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/StringLoggerTest.java,L137533,10,0,193,27,0,9,665,0
16538,L137551,TestArrayMap.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/TestArrayMap.java,L137533,15,0,222,24,0,10,2472,0
16539,L137552,TestBits.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/TestBits.java,L137533,8,0,58,14,0,6,1296,0
16540,L137553,TestBufferedFileChannel.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/TestBufferedFileChannel.java,L137533,9,0,106,18,0,7,665,0
16541,L137554,TestCopyOnWriteHashMap.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/TestCopyOnWriteHashMap.java,L137533,1,0,35,3,0,3,2319,0
16542,L137555,TestFileUtils.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/TestFileUtils.java,L137533,1,0,52,9,0,4,665,0
16543,L137556,TestLogger.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/TestLogger.java,L137533,22,0,278,25,0,13,665,0
16544,L137557,TestLogging.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/TestLogging.java,L137533,4,0,71,14,0,7,665,0
16545,L137558,TestTestLogger.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/TestTestLogger.java,L137533,10,0,176,9,0,3,665,0
16546,L137559,ValidatorsTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/ValidatorsTest.java,L137533,2,0,46,3,0,2,665,0
16547,L137560,VersionedHashMapTest.java,community/kernel/src/test/java/org/neo4j/kernel/impl/util/VersionedHashMapTest.java,L137533,16,0,152,2,0,2,5350,0
16548,L142257,ExpectedTransactionData.java,community/kernel/src/test/java/org/neo4j/kernel/impl/event/ExpectedTransactionData.java,L142256,12,0,151,12,0,3,5350,0
16549,L142258,PropertyEntryImpl.java,community/kernel/src/test/java/org/neo4j/kernel/impl/event/PropertyEntryImpl.java,L142256,3,0,82,2,0,1,5350,0
16550,L142259,TestKernelEvents.java,community/kernel/src/test/java/org/neo4j/kernel/impl/event/TestKernelEvents.java,L142256,5,0,135,6,0,2,5350,0
16551,L142260,TestTransactionEvents.java,community/kernel/src/test/java/org/neo4j/kernel/impl/event/TestTransactionEvents.java,L142256,32,0,860,39,1,10,2319,0
16552,L142261,TransactionDataSortOf.java,community/kernel/src/test/java/org/neo4j/kernel/impl/event/TransactionDataSortOf.java,L142256,11,0,120,4,0,2,5350,0
16553,L142262,VerifyingTransactionEventHandler.java,community/kernel/src/test/java/org/neo4j/kernel/impl/event/VerifyingTransactionEventHandler.java,L142256,3,0,55,7,0,2,5350,0
16554,L145096,TracersTest.java,community/kernel/src/test/java/org/neo4j/kernel/monitoring/tracing/TracersTest.java,L145095,1,0,80,4,0,3,665,0
16555,L35096,DynamicIntArrayTest.java,community/kernel/src/test/java/org/neo4j/unsafe/impl/batchimport/cache/DynamicIntArrayTest.java,L35095,2,0,48,6,0,1,5350,0
16556,L35097,DynamicLongArrayTest.java,community/kernel/src/test/java/org/neo4j/unsafe/impl/batchimport/cache/DynamicLongArrayTest.java,L35095,2,0,48,10,0,2,5350,0
