,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,Number of bugs
5951,L29543,NioUdtProvider.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtProvider.java,L29535,20,0,131,0,4,9,3,0
5952,L29544,package-info.java,transport-udt/src/main/java/io/netty/channel/udt/nio/package-info.java,L29535,1,0,1,0,1,1649,1,0
5953,L37535,BenchXfer.java,transport-udt/src/test/java/io/netty/test/udt/bench/BenchXfer.java,L37534,2,0,21,0,1,9,1,0
5954,L37536,package-info.java,transport-udt/src/test/java/io/netty/test/udt/bench/package-info.java,L37534,1,0,1,0,1,9,1,0
5955,L37719,AbstractUdtTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/AbstractUdtTest.java,L37718,1,0,10,0,2,4057,2,0
5956,L37720,NioUdtByteAcceptorChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtByteAcceptorChannelTest.java,L37718,1,0,11,0,2,4057,2,0
5957,L37721,NioUdtByteConnectorChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtByteConnectorChannelTest.java,L37718,1,0,11,0,2,4057,2,0
5958,L37722,NioUdtByteRendezvousChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtByteRendezvousChannelTest.java,L37718,3,0,57,0,4,1649,3,0
5959,L37723,NioUdtMessageAcceptorChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtMessageAcceptorChannelTest.java,L37718,1,0,11,0,2,4057,2,0
5960,L37724,NioUdtMessageConnectorChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtMessageConnectorChannelTest.java,L37718,1,0,11,0,2,4057,2,0
5961,L37725,NioUdtMessageRendezvousChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtMessageRendezvousChannelTest.java,L37718,3,0,61,0,4,1649,3,0
5962,L37726,NioUdtProviderTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtProviderTest.java,L37718,1,0,18,0,2,4057,2,0
5963,L37787,BootHelp.java,transport-udt/src/test/java/io/netty/test/udt/util/BootHelp.java,L37786,1,0,31,0,1,9,1,0
5964,L37788,CaliperBench.java,transport-udt/src/test/java/io/netty/test/udt/util/CaliperBench.java,L37786,3,0,49,0,3,1649,3,0
5965,L37789,CaliperMeasure.java,transport-udt/src/test/java/io/netty/test/udt/util/CaliperMeasure.java,L37786,5,0,125,0,1,9,1,0
5966,L37790,CaliperRunner.java,transport-udt/src/test/java/io/netty/test/udt/util/CaliperRunner.java,L37786,11,0,155,0,3,1649,3,0
5967,L37791,CustomReporter.java,transport-udt/src/test/java/io/netty/test/udt/util/CustomReporter.java,L37786,12,0,192,0,1,9,1,0
5968,L37792,EchoByteHandler.java,transport-udt/src/test/java/io/netty/test/udt/util/EchoByteHandler.java,L37786,3,0,55,0,3,1649,3,0
5969,L37793,EchoMessageHandler.java,transport-udt/src/test/java/io/netty/test/udt/util/EchoMessageHandler.java,L37786,3,0,52,0,5,1649,3,0
5970,L37794,package-info.java,transport-udt/src/test/java/io/netty/test/udt/util/package-info.java,L37786,1,0,1,0,1,9,1,0
5971,L37795,TrafficControl.java,transport-udt/src/test/java/io/netty/test/udt/util/TrafficControl.java,L37786,5,0,40,0,3,1649,3,0
5972,L37796,UnitHelp.java,transport-udt/src/test/java/io/netty/test/udt/util/UnitHelp.java,L37786,24,0,188,0,3,1649,3,0
5973,L37797,UtilThreadFactory.java,transport-udt/src/test/java/io/netty/test/udt/util/UtilThreadFactory.java,L37786,1,0,14,0,1,9,1,0
5974,L37557,package-info.java,transport-udt/src/test/java/io/netty/test/udt/bench/xfer/package-info.java,L37556,1,0,1,0,1,9,1,0
5975,L37558,TcpNative.java,transport-udt/src/test/java/io/netty/test/udt/bench/xfer/TcpNative.java,L37556,1,0,32,0,1,9,1,0
5976,L37559,UdtNative.java,transport-udt/src/test/java/io/netty/test/udt/bench/xfer/UdtNative.java,L37556,15,0,190,0,1,9,1,0
5977,L37560,UdtNetty.java,transport-udt/src/test/java/io/netty/test/udt/bench/xfer/UdtNetty.java,L37556,1,0,73,0,3,1649,3,1
5978,L114,AbstractByteBuf.java,buffer/src/main/java/io/netty/buffer/AbstractByteBuf.java,L113,56,0,697,0,14,1649,4,2
5979,L115,ByteBuf.java,buffer/src/main/java/io/netty/buffer/ByteBuf.java,L113,1,0,156,0,12,1649,4,1
5980,L116,ByteBufIndexFinder.java,buffer/src/main/java/io/netty/buffer/ByteBufIndexFinder.java,L113,5,0,68,0,3,72,2,0
5981,L117,ByteBufInputStream.java,buffer/src/main/java/io/netty/buffer/ByteBufInputStream.java,L113,15,0,167,0,3,72,2,0
5982,L118,ByteBufOutputStream.java,buffer/src/main/java/io/netty/buffer/ByteBufOutputStream.java,L113,6,0,88,0,3,72,2,0
5983,L119,ByteBufUtil.java,buffer/src/main/java/io/netty/buffer/ByteBufUtil.java,L113,52,0,267,0,2,72,2,0
5984,L120,ChannelBuf.java,buffer/src/main/java/io/netty/buffer/ChannelBuf.java,L113,1,0,5,0,3,72,2,1
5985,L121,ChannelBufType.java,buffer/src/main/java/io/netty/buffer/ChannelBufType.java,L113,1,0,5,0,2,72,2,0
5986,L122,CompositeByteBuf.java,buffer/src/main/java/io/netty/buffer/CompositeByteBuf.java,L113,1,0,22,0,42,1649,5,0
5987,L123,DefaultCompositeByteBuf.java,buffer/src/main/java/io/netty/buffer/DefaultCompositeByteBuf.java,L113,153,0,1062,0,12,1649,4,4
5988,L124,DefaultMessageBuf.java,buffer/src/main/java/io/netty/buffer/DefaultMessageBuf.java,L113,5,0,47,0,3,72,2,1
5989,L125,DirectByteBuf.java,buffer/src/main/java/io/netty/buffer/DirectByteBuf.java,L113,40,0,374,0,8,1649,4,0
5990,L126,DuplicatedByteBuf.java,buffer/src/main/java/io/netty/buffer/DuplicatedByteBuf.java,L113,2,0,191,0,10,1649,4,1
5991,L127,HeapByteBuf.java,buffer/src/main/java/io/netty/buffer/HeapByteBuf.java,L113,21,0,273,0,13,1649,4,0
5992,L128,MessageBuf.java,buffer/src/main/java/io/netty/buffer/MessageBuf.java,L113,1,0,7,0,2,72,2,0
5993,L129,package-info.java,buffer/src/main/java/io/netty/buffer/package-info.java,L113,1,0,1,0,7,72,2,0
5994,L130,QueueBackedMessageBuf.java,buffer/src/main/java/io/netty/buffer/QueueBackedMessageBuf.java,L113,6,0,123,0,3,72,2,1
5995,L131,ReadOnlyByteBuf.java,buffer/src/main/java/io/netty/buffer/ReadOnlyByteBuf.java,L113,1,0,169,0,10,1649,4,1
5996,L132,SlicedByteBuf.java,buffer/src/main/java/io/netty/buffer/SlicedByteBuf.java,L113,12,0,255,0,12,1649,4,2
5997,L133,SwappedByteBuf.java,buffer/src/main/java/io/netty/buffer/SwappedByteBuf.java,L113,9,0,584,0,9,1649,4,2
5998,L134,Unpooled.java,buffer/src/main/java/io/netty/buffer/Unpooled.java,L113,95,0,493,0,10,72,2,1
5999,L135,WrappedByteBuf.java,buffer/src/main/java/io/netty/buffer/WrappedByteBuf.java,L113,1,0,4,0,2,72,2,1
6000,L141,AbstractChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/AbstractChannelBufferTest.java,L140,120,0,1358,0,16,72,3,0
6001,L142,AbstractCompositeChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/AbstractCompositeChannelBufferTest.java,L140,4,0,299,0,27,72,4,0
6002,L143,BigEndianCompositeChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/BigEndianCompositeChannelBufferTest.java,L140,1,0,6,0,6,72,2,0
6003,L144,BigEndianDirectChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/BigEndianDirectChannelBufferTest.java,L140,1,0,17,0,8,72,2,0
6004,L145,BigEndianHeapChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/BigEndianHeapChannelBufferTest.java,L140,1,0,20,0,11,72,2,0
6005,L146,ChannelBufferIndexFinderTest.java,buffer/src/test/java/io/netty/buffer/ChannelBufferIndexFinderTest.java,L140,1,0,40,0,8,72,2,0
6006,L147,ChannelBuffersTest.java,buffer/src/test/java/io/netty/buffer/ChannelBuffersTest.java,L140,17,0,429,0,16,72,3,0
6007,L148,ChannelBufferStreamTest.java,buffer/src/test/java/io/netty/buffer/ChannelBufferStreamTest.java,L140,9,0,124,0,13,72,3,0
6008,L149,DuplicateChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/DuplicateChannelBufferTest.java,L140,1,0,20,0,7,72,2,0
6009,L150,LittleEndianCompositeChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/LittleEndianCompositeChannelBufferTest.java,L140,1,0,6,0,6,72,2,0
6010,L151,LittleEndianDirectChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/LittleEndianDirectChannelBufferTest.java,L140,1,0,17,0,8,72,2,0
6011,L152,LittleEndianHeapChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/LittleEndianHeapChannelBufferTest.java,L140,1,0,16,0,8,72,2,0
6012,L153,ReadOnlyChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/ReadOnlyChannelBufferTest.java,L140,1,0,129,0,13,72,2,0
6013,L154,SlicedChannelBufferTest.java,buffer/src/test/java/io/netty/buffer/SlicedChannelBufferTest.java,L140,1,0,23,0,7,72,2,0
6014,L3774,ByteToByteCodec.java,codec/src/main/java/io/netty/handler/codec/ByteToByteCodec.java,L3773,1,0,50,0,4,72,2,1
6015,L3775,ByteToByteDecoder.java,codec/src/main/java/io/netty/handler/codec/ByteToByteDecoder.java,L3773,10,0,58,1,7,72,3,2
6016,L3776,ByteToByteEncoder.java,codec/src/main/java/io/netty/handler/codec/ByteToByteEncoder.java,L3773,5,0,31,0,6,72,2,3
6017,L3777,ByteToMessageCodec.java,codec/src/main/java/io/netty/handler/codec/ByteToMessageCodec.java,L3773,1,0,53,0,4,72,2,0
6018,L3778,ByteToMessageDecoder.java,codec/src/main/java/io/netty/handler/codec/ByteToMessageDecoder.java,L3773,16,0,104,0,10,72,2,5
6019,L3779,CodecException.java,codec/src/main/java/io/netty/handler/codec/CodecException.java,L3773,1,0,15,0,3,72,2,0
6020,L3780,CodecUtil.java,codec/src/main/java/io/netty/handler/codec/CodecUtil.java,L3773,14,0,54,0,7,72,2,0
6021,L3781,CorruptedFrameException.java,codec/src/main/java/io/netty/handler/codec/CorruptedFrameException.java,L3773,1,0,15,0,4,72,2,0
6022,L3782,DecoderException.java,codec/src/main/java/io/netty/handler/codec/DecoderException.java,L3773,1,0,15,0,3,72,2,0
6023,L3783,DelimiterBasedFrameDecoder.java,codec/src/main/java/io/netty/handler/codec/DelimiterBasedFrameDecoder.java,L3773,25,0,159,0,8,72,2,0
6024,L3784,Delimiters.java,codec/src/main/java/io/netty/handler/codec/Delimiters.java,L3773,1,0,17,0,6,72,2,0
6025,L3785,EncoderException.java,codec/src/main/java/io/netty/handler/codec/EncoderException.java,L3773,1,0,15,0,3,72,2,0
6026,L3786,FixedLengthFrameDecoder.java,codec/src/main/java/io/netty/handler/codec/FixedLengthFrameDecoder.java,L3773,4,0,35,0,14,72,2,1
6027,L3787,LengthFieldBasedFrameDecoder.java,codec/src/main/java/io/netty/handler/codec/LengthFieldBasedFrameDecoder.java,L3773,29,0,176,0,10,72,2,1
6028,L3788,LengthFieldPrepender.java,codec/src/main/java/io/netty/handler/codec/LengthFieldPrepender.java,L3773,15,0,68,0,10,72,2,0
6029,L3789,MessageToByteEncoder.java,codec/src/main/java/io/netty/handler/codec/MessageToByteEncoder.java,L3773,6,0,39,0,5,72,2,2
6030,L3790,MessageToMessageCodec.java,codec/src/main/java/io/netty/handler/codec/MessageToMessageCodec.java,L3773,1,0,59,0,7,72,2,2
6031,L3791,MessageToMessageDecoder.java,codec/src/main/java/io/netty/handler/codec/MessageToMessageDecoder.java,L3773,9,0,54,0,16,72,2,3
6032,L3792,MessageToMessageEncoder.java,codec/src/main/java/io/netty/handler/codec/MessageToMessageEncoder.java,L3773,7,0,41,0,13,72,2,3
6033,L3793,package-info.java,codec/src/main/java/io/netty/handler/codec/package-info.java,L3773,1,0,1,0,4,72,3,0
6034,L3794,PrematureChannelClosureException.java,codec/src/main/java/io/netty/handler/codec/PrematureChannelClosureException.java,L3773,1,0,15,0,5,72,3,0
6035,L3795,ReplayingDecoder.java,codec/src/main/java/io/netty/handler/codec/ReplayingDecoder.java,L3773,20,0,131,0,21,72,2,4
6036,L3796,ReplayingDecoderBuffer.java,codec/src/main/java/io/netty/handler/codec/ReplayingDecoderBuffer.java,L3773,16,0,680,1,18,1649,4,2
6037,L3797,TooLongFrameException.java,codec/src/main/java/io/netty/handler/codec/TooLongFrameException.java,L3773,1,0,15,0,4,72,2,0
6038,L3798,UnreplayableOperationException.java,codec/src/main/java/io/netty/handler/codec/UnreplayableOperationException.java,L3773,1,0,16,0,5,72,2,0
6039,L3799,UnsupportedMessageTypeException.java,codec/src/main/java/io/netty/handler/codec/UnsupportedMessageTypeException.java,L3773,6,0,35,0,5,72,2,0
6040,L9853,Base64.java,codec/src/main/java/io/netty/handler/codec/base64/Base64.java,L9852,30,0,207,0,11,72,2,1
6041,L9854,Base64Decoder.java,codec/src/main/java/io/netty/handler/codec/base64/Base64Decoder.java,L9852,2,0,30,0,9,72,2,0
6042,L9855,Base64Dialect.java,codec/src/main/java/io/netty/handler/codec/base64/Base64Dialect.java,L9852,1,0,133,0,5,72,2,0
6043,L9856,Base64Encoder.java,codec/src/main/java/io/netty/handler/codec/base64/Base64Encoder.java,L9852,2,0,35,0,8,72,2,0
6044,L9857,package-info.java,codec/src/main/java/io/netty/handler/codec/base64/package-info.java,L9852,1,0,1,0,5,72,2,0
6045,L10017,ByteArrayDecoder.java,codec/src/main/java/io/netty/handler/codec/bytes/ByteArrayDecoder.java,L10016,4,0,29,0,10,72,2,0
6046,L10018,ByteArrayEncoder.java,codec/src/main/java/io/netty/handler/codec/bytes/ByteArrayEncoder.java,L10016,2,0,26,0,12,72,2,0
6047,L10019,package-info.java,codec/src/main/java/io/netty/handler/codec/bytes/package-info.java,L10016,1,0,1,0,5,72,2,0
6048,L10334,CompressionException.java,codec/src/main/java/io/netty/handler/codec/compression/CompressionException.java,L10333,1,0,16,0,4,72,2,1
6049,L10335,JdkZlibEncoder.java,codec/src/main/java/io/netty/handler/codec/compression/JdkZlibEncoder.java,L10333,17,0,158,1,8,72,2,0
6050,L10336,JZlibDecoder.java,codec/src/main/java/io/netty/handler/codec/compression/JZlibDecoder.java,L10333,20,0,119,0,3,72,2,0
6051,L10337,JZlibEncoder.java,codec/src/main/java/io/netty/handler/codec/compression/JZlibEncoder.java,L10333,32,0,229,0,5,72,2,0
6052,L10338,package-info.java,codec/src/main/java/io/netty/handler/codec/compression/package-info.java,L10333,1,0,1,0,5,72,2,0
6053,L10339,ZlibCodecFactory.java,codec/src/main/java/io/netty/handler/codec/compression/ZlibCodecFactory.java,L10333,8,0,64,0,3,72,2,0
6054,L10340,ZlibDecoder.java,codec/src/main/java/io/netty/handler/codec/compression/ZlibDecoder.java,L10333,1,0,6,0,17,72,3,0
6055,L10341,ZlibEncoder.java,codec/src/main/java/io/netty/handler/codec/compression/ZlibEncoder.java,L10333,1,0,9,0,19,72,2,0
6056,L10342,ZlibUtil.java,codec/src/main/java/io/netty/handler/codec/compression/ZlibUtil.java,L10333,6,0,34,0,7,72,2,0
6057,L10343,ZlibWrapper.java,codec/src/main/java/io/netty/handler/codec/compression/ZlibWrapper.java,L10333,1,0,7,0,4,72,2,0
6058,L10891,ChannelBufferByteInput.java,codec/src/main/java/io/netty/handler/codec/marshalling/ChannelBufferByteInput.java,L10890,4,0,47,0,7,72,3,0
6059,L10892,ChannelBufferByteOutput.java,codec/src/main/java/io/netty/handler/codec/marshalling/ChannelBufferByteOutput.java,L10890,1,0,31,0,12,72,3,0
6060,L10893,CompatibleMarshallingDecoder.java,codec/src/main/java/io/netty/handler/codec/marshalling/CompatibleMarshallingDecoder.java,L10890,7,0,56,0,10,72,2,1
6061,L10894,CompatibleMarshallingEncoder.java,codec/src/main/java/io/netty/handler/codec/marshalling/CompatibleMarshallingEncoder.java,L10890,1,0,22,0,6,72,2,0
6062,L10895,ContextBoundUnmarshallerProvider.java,codec/src/main/java/io/netty/handler/codec/marshalling/ContextBoundUnmarshallerProvider.java,L10890,2,0,26,0,4,72,2,0
6063,L10896,DefaultMarshallerProvider.java,codec/src/main/java/io/netty/handler/codec/marshalling/DefaultMarshallerProvider.java,L10890,1,0,17,0,3,72,2,0
6064,L10897,DefaultUnmarshallerProvider.java,codec/src/main/java/io/netty/handler/codec/marshalling/DefaultUnmarshallerProvider.java,L10890,1,0,17,0,3,72,2,0
6065,L10898,LimitingByteInput.java,codec/src/main/java/io/netty/handler/codec/marshalling/LimitingByteInput.java,L10890,5,0,66,0,8,72,3,0
6066,L10899,MarshallerProvider.java,codec/src/main/java/io/netty/handler/codec/marshalling/MarshallerProvider.java,L10890,1,0,6,0,3,72,2,0
6067,L10900,MarshallingDecoder.java,codec/src/main/java/io/netty/handler/codec/marshalling/MarshallingDecoder.java,L10890,2,0,39,0,9,72,3,0
6068,L10901,MarshallingEncoder.java,codec/src/main/java/io/netty/handler/codec/marshalling/MarshallingEncoder.java,L10890,1,0,26,0,9,72,3,0
6069,L10902,package-info.java,codec/src/main/java/io/netty/handler/codec/marshalling/package-info.java,L10890,1,0,1,0,6,72,3,0
6070,L10903,ThreadLocalMarshallerProvider.java,codec/src/main/java/io/netty/handler/codec/marshalling/ThreadLocalMarshallerProvider.java,L10890,2,0,23,0,3,72,2,0
6071,L10904,ThreadLocalUnmarshallerProvider.java,codec/src/main/java/io/netty/handler/codec/marshalling/ThreadLocalUnmarshallerProvider.java,L10890,2,0,23,0,3,72,2,0
6072,L10905,UnmarshallerProvider.java,codec/src/main/java/io/netty/handler/codec/marshalling/UnmarshallerProvider.java,L10890,1,0,6,0,4,72,2,0
6073,L11521,package-info.java,codec/src/main/java/io/netty/handler/codec/protobuf/package-info.java,L11520,1,0,1,0,5,72,2,0
6074,L11522,ProtobufDecoder.java,codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufDecoder.java,L11520,5,0,52,0,9,72,2,0
6075,L11523,ProtobufEncoder.java,codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufEncoder.java,L11520,4,0,28,0,10,72,2,0
6076,L11524,ProtobufVarint32FrameDecoder.java,codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32FrameDecoder.java,L11520,6,0,35,0,11,72,2,0
6077,L11525,ProtobufVarint32LengthFieldPrepender.java,codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32LengthFieldPrepender.java,L11520,1,0,28,0,10,72,2,0
6078,L11977,CachingClassResolver.java,codec/src/main/java/io/netty/handler/codec/serialization/CachingClassResolver.java,L11976,2,0,21,0,3,4057,1,0
6079,L11978,ClassLoaderClassResolver.java,codec/src/main/java/io/netty/handler/codec/serialization/ClassLoaderClassResolver.java,L11976,2,0,15,0,3,4057,1,0
6080,L11979,ClassResolver.java,codec/src/main/java/io/netty/handler/codec/serialization/ClassResolver.java,L11976,1,0,4,0,3,4057,1,0
6081,L11980,ClassResolvers.java,codec/src/main/java/io/netty/handler/codec/serialization/ClassResolvers.java,L11976,3,0,41,0,6,4057,1,0
6082,L11981,CompactObjectInputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java,L11976,6,0,51,0,7,72,2,0
6083,L11982,CompactObjectOutputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectOutputStream.java,L11976,5,0,28,1,6,72,2,0
6084,L11983,CompatibleObjectEncoder.java,codec/src/main/java/io/netty/handler/codec/serialization/CompatibleObjectEncoder.java,L11976,6,0,57,0,12,72,2,1
6085,L11984,ObjectDecoder.java,codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoder.java,L11976,2,0,30,0,8,4057,1,0
6086,L11985,ObjectDecoderInputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoderInputStream.java,L11976,6,0,146,0,6,4057,1,0
6087,L11986,ObjectEncoder.java,codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoder.java,L11976,1,0,29,0,9,4057,1,0
6088,L11987,ObjectEncoderOutputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoderOutputStream.java,L11976,4,0,110,0,10,72,2,0
6089,L11988,package-info.java,codec/src/main/java/io/netty/handler/codec/serialization/package-info.java,L11976,1,0,1,0,3,4057,1,0
6090,L11989,ReferenceMap.java,codec/src/main/java/io/netty/handler/codec/serialization/ReferenceMap.java,L11976,3,0,68,0,4,4057,1,0
6091,L11990,SoftReferenceMap.java,codec/src/main/java/io/netty/handler/codec/serialization/SoftReferenceMap.java,L11976,1,0,13,0,3,4057,1,0
6092,L11991,SwitchableInputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/SwitchableInputStream.java,L11976,1,0,11,0,3,4057,1,0
6093,L11992,WeakReferenceMap.java,codec/src/main/java/io/netty/handler/codec/serialization/WeakReferenceMap.java,L11976,1,0,13,0,3,4057,1,0
